Car Make,Car Model,Year,isElectric,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD)
Awdi,R8,2017,False,2.4,567,550,2.5,159240
Citroen,Picasso,2018,False,2.1,340,282,8.6,30951
BYD,Han,2024,False,2.9,221,183,4.2,60124
Lamborgini,Gallardo,2021,False,4.9,579,610,2.9,103256
Lamborgini,Aventador,2020,False,5.9,663,315,2.9,196253
Chevrolett,Silverado,2019,False,2.6,156,173,4.2,46683
MG,ZS,2017,False,2.8,385,202,5.3,23019
Fiat,Tipo,2018,False,2.1,193,164,7.1,33109
Renault,Captur,2023,False,2.5,188,196,7.6,49297
Hyundai,Genesis,2021,False,3.3,379,186,5.3,15770
Perodua,Aruz,2020,False,1.5,140,193,11.5,32512
Porche,Macan,2015,False,3.9,454,521,4.9,389642
Renault,Kadjar,2023,False,3.3,193,206,7.3,43659
Nisann,Sentra,2020,False,2.7,256,175,4.2,37663
Citroen,Berlingo,2015,False,2.1,188,288,6.9,22613
Chevrolett,Silverado,2023,False,2.1,302,257,6.4,26295
Renault,Scenic,2018,False,3.7,392,210,8.6,78933
Skoda,Octavia,2018,False,1.2,165,348,8.7,61267
Acurra,TSX,2022,False,2.7,196,171,5.7,31058
Awdi,A4,2020,False,4.3,747,307,2.9,242146
Chery,Tiggo,2015,False,2.2,166,170,7.7,20513
Awdi,TT,2023,False,2.4,698,591,3.1,296736
Lada,XRAY,2016,False,1.3,90,151,7.6,27672
MG,Marvel R,2020,True,0.0,818,824,6.0,80136
Hondda,CR-V,2015,False,1.2,360,160,7.6,15289
BWM,540i,2021,False,4.5,380,324,5.2,287733
Geely,Coolray,2017,False,1.7,137,182,11.2,26553
Suzuki,Vitara,2016,False,1.5,137,203,10.7,15190
Skoda,Kodiaq,2015,False,1.9,245,192,5.6,19131
Suzuki,Ignis,2023,False,1.3,166,182,9.4,22005
Peugeot,208,2015,False,1.5,364,196,6.4,15507
Infiniti,QX60,2016,False,1.6,135,319,8.0,76217
Mitsubishi,Lancer,2019,False,1.6,97,216,8.5,8865
SsangYong,Korando,2017,False,1.3,193,276,7.3,23374
Skoda,Kodiaq,2017,False,1.1,288,214,8.9,41385
Mazada,RX-8,2018,False,3.9,168,265,4.9,37154
Teslla,Model Y,2017,True,0.0,921,588,2.1,135462
Lexas,RX,2018,False,3.3,239,200,4.4,55634
Citroen,C4,2015,False,3.7,286,200,6.6,59861
Ferarri,Roma,2021,False,4.3,387,642,5.0,231776
Fourd,Focus,2019,False,1.6,277,248,8.5,62943
Mitsubishi,Outlander,2023,False,2.1,137,203,10.0,25912
BYD,Seal,2015,True,0.0,816,259,2.9,176111
Awdi,RS6,2015,False,4.4,491,466,3.2,244725
Skoda,Superb,2019,False,3.2,206,234,8.1,54780
Infiniti,QX80,2016,False,3.2,129,297,4.6,71722
Mitsubishi,Lancer,2019,False,1.5,178,99,8.6,11349
Seat,Ibiza,2019,False,2.0,314,154,5.9,63953
Perodua,Myvi,2024,False,1.3,184,189,7.6,32524
Opel,Grandland,2021,False,1.5,358,307,6.3,62059
Suburu,Ascent,2021,False,2.6,335,233,5.2,74160
Acurra,RDX,2023,False,1.9,328,347,8.2,60059
Ferarri,SF90,2018,False,3.1,451,496,4.5,140908
Perodua,Bezza,2018,False,1.1,140,167,6.1,27804
Perodua,Bezza,2021,False,2.3,156,187,6.5,14867
Mazada,RX-8,2024,False,3.4,144,216,7.8,36851
Opel,Crossland,2023,False,1.6,220,337,4.1,17106
Teslla,Model X,2023,True,0.0,654,976,2.6,144885
Peugeot,308,2019,False,3.2,384,344,7.1,15223
Fiat,Punto,2019,False,2.1,197,101,11.3,21078
Proton,Saga,2018,False,1.4,172,123,7.7,17569
Geely,Azkarra,2022,False,2.2,89,150,6.7,30063
Acurra,ILX,2016,False,2.7,162,259,7.7,72894
Dacia,Duster,2020,False,2.2,84,127,7.5,16701
Acurra,RDX,2015,False,2.7,301,311,7.5,16508
Opel,Insignia,2021,False,1.7,214,214,7.7,16126
Skoda,Fabia,2021,False,3.9,374,297,6.8,56489
Lamborgini,Urus,2016,False,6.2,512,464,2.7,369331
Chery,Tiggo,2018,False,1.7,139,97,11.7,9700
Acurra,TSX,2022,False,2.9,386,327,8.0,58802
Toyoto,Highlander,2016,False,1.5,319,205,8.8,63854
Fourd,F-150,2018,False,3.1,211,250,6.0,35463
Acurra,RDX,2017,False,1.9,154,276,5.9,24668
Fourd,Escape,2015,False,2.8,373,220,7.5,78682
Perodua,Aruz,2016,False,1.1,78,202,8.0,20431
Proton,Saga,2023,False,2.4,74,96,10.5,28419
SsangYong,Musso,2019,False,3.3,346,240,6.9,64262
Fourd,Focus,2021,False,1.7,186,249,8.1,57083
Lamborgini,Aventador,2016,False,3.4,532,540,2.7,136490
Lexas,LS,2018,False,1.1,251,251,8.9,55465
Seat,Arona,2019,False,3.8,161,260,8.2,22348
Skoda,Karoq,2015,False,1.8,142,284,6.0,73172
Awdi,TT,2016,False,4.9,300,530,3.9,357874
Chery,Tiggo,2023,False,2.0,83,192,6.3,15670
McLarren,650S,2015,False,4.2,473,328,3.8,351227
Infiniti,Q50,2015,False,2.6,194,264,7.4,15599
Opel,Astra,2022,False,3.4,270,271,8.3,72113
Lamborgini,Aventador,2017,False,4.9,478,470,4.9,241737
Kia,Forte,2017,False,2.1,108,181,10.4,20520
Chery,Tiggo,2020,False,1.7,103,180,8.5,30532
Renault,Megane,2018,False,2.9,324,244,5.9,32309
Lamborgini,Aventador,2024,False,6.1,699,400,4.0,351200
Hyundai,Elantra,2024,False,2.4,185,281,5.9,24846
Lada,XRAY,2024,False,1.7,116,166,8.4,11259
Lada,Vesta,2022,False,1.9,192,144,11.6,16016
Fiat,500X,2023,False,1.5,152,133,6.8,30255
MG,Marvel R,2016,True,0.0,358,528,3.1,73610
Toyoto,Supra,2021,False,3.7,356,236,6.2,72886
Chery,QQ,2022,False,1.9,149,127,10.2,8479
McLarren,720S,2019,False,3.9,686,444,4.6,188478
Hondda,Pilot,2016,False,3.9,400,214,5.7,76274
Perodua,Aruz,2016,False,1.9,179,196,11.2,29246
Lexas,GS,2019,False,2.8,265,273,6.2,51573
Mitsubishi,Eclipse Cross,2020,False,1.9,198,126,8.7,29263
Porche,911,2019,False,5.9,417,550,3.3,203069
Suzuki,Ignis,2017,False,2.1,181,196,10.3,18857
Awdi,R8,2022,False,6.2,672,576,4.0,348406
Chery,QQ,2017,False,2.0,121,112,8.6,27864
Chevrolett,Tahoe,2021,False,1.9,272,243,6.3,49416
Chery,Exeed,2018,False,2.3,83,134,9.7,11241
Nisann,Altima,2015,False,1.2,158,159,4.2,37379
MG,HS,2017,False,1.1,382,248,7.7,64667
Perodua,Myvi,2016,False,1.9,136,197,9.2,27807
Suzuki,Ignis,2015,False,1.1,199,147,11.3,15630
Acurra,ILX,2021,False,2.3,347,202,5.0,37206
Skoda,Karoq,2018,False,3.4,202,206,5.0,28322
SsangYong,Musso,2021,False,2.2,286,341,5.5,30473
BWM,330i,2021,False,5.7,546,650,2.7,365957
Dacia,Sandero,2016,False,1.8,126,168,7.7,30938
Citroen,Berlingo,2020,False,3.0,305,188,6.8,42509
Toyoto,Prius,2015,True,0.0,388,469,2.1,150579
Mazada,CX-5,2021,False,3.9,354,188,5.3,45799
McLarren,GT,2021,False,6.2,402,440,2.6,210814
Infiniti,QX50,2020,False,1.8,260,241,4.9,75521
BYD,Han,2020,False,1.9,194,170,8.8,30991
Nisann,370Z,2016,False,2.2,348,249,7.6,68011
Mazada,CX-9,2015,False,1.4,346,327,5.7,78321
Fiat,500,2018,False,1.2,97,160,7.6,33656
Kia,Optima,2024,False,2.5,179,212,9.2,31638
Chery,Exeed,2022,False,2.3,157,128,11.0,28770
Chery,eQ1,2016,False,1.1,76,99,11.3,11999
Opel,Grandland,2015,False,3.9,351,337,8.7,20375
Proton,Persona,2016,False,1.5,82,137,6.6,26721
Skoda,Karoq,2019,False,3.6,300,234,4.6,31971
Perodua,Bezza,2023,False,2.4,130,106,7.1,12921
Renault,Scenic,2023,False,2.0,361,228,4.5,15578
Geely,Atlas,2017,False,1.2,75,212,8.9,16549
BYD,Han,2016,False,1.5,228,343,7.9,44234
BYD,Tang,2017,False,1.5,157,182,8.6,40562
Mitsubishi,Mirage,2021,False,2.4,95,120,10.9,27066
Great Wall,Cannon,2019,False,1.9,134,215,5.0,47669
Citroen,C3,2022,False,2.5,345,274,5.1,24450
Lada,Granta,2019,False,2.2,105,106,11.4,25864
Infiniti,QX50,2024,False,3.1,284,171,6.1,30859
Mitsubishi,Mirage,2021,False,2.4,126,165,8.2,29698
Suburu,Outback,2023,False,3.4,347,207,8.1,17052
Fiat,Tipo,2016,False,2.1,159,174,9.2,30085
Chevrolett,Bolt,2015,True,0.0,490,802,3.8,116520
Nisann,Leaf,2021,True,0.0,277,801,3.1,195552
Kia,Soul,2016,False,2.4,190,189,6.5,13150
Toyoto,Highlander,2015,False,3.9,281,198,4.9,77905
Toyoto,Prius,2023,True,0.0,645,567,2.7,77451
Suburu,Outback,2021,False,2.0,201,151,8.5,29505
Acurra,MDX,2024,False,3.2,264,328,7.8,40570
Geely,Atlas,2016,False,1.8,99,166,8.5,33830
Hondda,Pilot,2015,False,3.1,157,293,6.5,55749
Infiniti,Q60,2023,False,3.2,332,155,6.6,57185
Skoda,Karoq,2023,False,3.6,263,170,8.7,66736
Citroen,Picasso,2016,False,1.9,321,223,4.6,23997
Opel,Astra,2019,False,1.9,310,235,4.9,64471
Mitsubishi,Eclipse Cross,2019,False,1.8,191,176,11.9,33355
Teslla,Model 3,2015,True,0.0,298,888,3.4,51586
Great Wall,Ora Good Cat,2019,False,3.7,306,176,5.2,73395
Seat,Ateca,2016,False,3.8,350,291,5.1,41772
Kia,Soul,2018,False,1.6,110,93,10.0,11613
Lexas,LC 500,2016,False,2.8,300,161,4.1,36570
Perodua,Myvi,2021,False,2.3,173,142,6.8,34683
Teslla,Roadster,2017,True,0.0,995,384,5.3,93367
Ferarri,Roma,2020,False,2.4,690,535,4.2,192229
Proton,Saga,2023,False,1.3,163,123,6.5,29860
Great Wall,Haval H6,2023,False,1.5,306,342,4.5,42148
Suzuki,Jimny,2015,False,1.2,181,184,10.3,33865
Perodua,Myvi,2017,False,1.7,140,127,8.0,8910
BWM,330i,2024,False,2.2,309,306,2.9,267073
Opel,Grandland,2021,False,1.7,150,321,7.8,60853
Citroen,C5,2018,False,1.4,158,236,4.1,45025
Nisann,Altima,2023,False,1.2,272,311,5.7,66730
Mitsubishi,Galant,2016,False,1.6,78,131,10.8,15895
Toyoto,Corolla,2015,False,4.0,341,260,5.7,28504
Renault,Kadjar,2024,False,2.5,293,342,8.9,66957
Kia,Forte,2015,False,1.4,147,146,6.5,33905
Teslla,Model S,2024,True,0.0,847,555,5.8,136252
Seat,Ateca,2022,False,1.6,238,290,8.2,17529
Porche,Taycan,2018,True,0.0,720,702,3.0,44572
Ferarri,Roma,2022,False,2.9,347,466,2.8,202182
MG,Marvel R,2018,True,0.0,285,463,2.8,119512
Nisann,GT-R,2018,False,1.6,211,279,7.7,79067
Toyoto,Corolla,2019,False,3.0,129,150,7.0,32816
Kia,Optima,2015,False,1.8,89,136,11.7,20612
Skoda,Octavia,2022,False,3.8,320,337,8.0,64842
Dacia,Lodgy,2018,False,1.8,173,139,6.9,11432
Kia,Optima,2024,False,1.0,152,95,9.1,20556
Mazada,CX-5,2022,False,3.9,347,247,6.3,33219
McLarren,P1,2018,False,2.1,366,365,4.9,206634
Infiniti,QX50,2016,False,1.5,197,155,6.1,49218
Ferarri,SF90,2020,False,5.9,532,381,4.5,392997
BYD,Dolphin,2016,True,0.0,406,449,4.0,144290
Volkswagon,Tiguan,2024,False,3.9,328,213,5.8,27736
Nisann,Altima,2017,False,3.8,226,317,8.7,28023
Peugeot,508,2015,False,3.6,195,224,8.2,35137
Great Wall,Haval H6,2020,False,3.8,397,342,6.6,66330
Kia,Sorento,2024,False,1.9,199,140,10.3,18436
McLarren,Artura,2022,False,3.8,422,553,3.3,327680
Nisann,370Z,2016,False,2.7,241,227,4.4,49418
Opel,Astra,2016,False,3.7,385,334,4.7,44089
Porche,Cayman,2022,False,4.4,349,284,4.6,193662
Citroen,C5,2017,False,2.5,271,203,4.4,25092
SsangYong,Musso,2015,False,3.6,143,195,7.9,65082
Seat,Ibiza,2020,False,1.3,376,173,8.3,27395
Infiniti,QX50,2017,False,2.5,335,299,9.0,77100
Acurra,MDX,2015,False,1.7,363,288,4.3,32958
Hondda,Insight,2019,True,0.0,346,255,5.3,97088
Fiat,500X,2017,False,1.4,187,153,10.9,16736
BYD,Atto 3,2024,True,0.0,362,614,5.4,76414
Great Wall,Cannon,2016,False,1.3,324,272,8.5,34322
MG,ZS,2022,False,2.0,229,322,8.5,44015
Toyoto,Camry,2016,False,3.4,174,186,8.5,37957
Suburu,Ascent,2024,False,2.6,348,320,4.6,72436
Hyundai,Ioniq,2015,True,0.0,352,380,4.2,140766
SsangYong,Korando,2022,False,2.7,142,344,5.5,39030
Mazada,CX-5,2017,False,3.8,382,324,5.6,66571
Chevrolett,Tahoe,2019,False,2.1,125,239,6.0,60627
Lexas,NX,2020,False,3.8,267,188,6.4,74255
Toyoto,Prius,2024,True,0.0,925,983,2.7,58608
Opel,Grandland,2021,False,3.4,375,324,6.2,57552
Great Wall,Cannon,2024,False,3.9,139,172,6.7,71028
Toyoto,Highlander,2018,False,3.2,311,245,5.5,72129
Mercedez,EQS,2016,True,0.0,1004,728,2.5,99643
MG,ZS,2019,False,2.2,342,179,8.5,49586
Teslla,Model 3,2022,True,0.0,619,1024,2.7,181954
Mitsubishi,Outlander,2017,False,1.3,159,152,9.9,24651
Porche,Panamera,2017,False,4.2,781,600,4.2,194330
Chevrolett,Bolt,2019,True,0.0,684,621,6.1,154693
Fourd,Explorer,2015,False,2.7,131,325,6.4,36677
Lada,Vesta,2016,False,2.1,103,191,6.3,29537
Awdi,RS6,2021,False,2.1,589,369,4.9,120922
Mitsubishi,Eclipse Cross,2016,False,2.2,156,105,9.8,12241
Suzuki,Ignis,2024,False,1.9,182,214,8.6,11518
Hondda,Pilot,2016,False,1.9,208,150,8.3,16815
Mazada,Mazda6,2018,False,2.8,253,317,5.3,35381
MG,Cyberster,2023,False,1.1,128,223,5.4,22054
Great Wall,Haval H6,2023,False,2.7,220,163,5.0,48178
Suburu,WRX,2020,False,2.2,319,304,4.8,40888
Nisann,Rogue,2022,False,3.8,303,215,7.8,64952
Ferarri,488 GTB,2018,False,4.3,367,472,4.1,82418
Chery,Exeed,2017,False,1.4,107,172,8.3,32582
Infiniti,QX60,2016,False,3.6,178,294,4.4,51545
Dacia,Spring,2018,False,1.7,193,148,6.1,28784
Renault,Megane,2024,False,1.5,398,265,6.6,72774
Lada,XRAY,2019,False,2.3,197,194,8.3,19544
SsangYong,Tivoli,2024,False,3.1,345,269,4.4,25618
Hyundai,Ioniq,2018,True,0.0,544,260,3.5,63239
BWM,i8,2015,True,0.0,272,526,5.1,46868
Perodua,Bezza,2023,False,1.0,105,119,11.1,34063
BYD,Dolphin,2023,True,0.0,628,1010,2.4,73228
Mazada,Mazda6,2015,False,1.5,214,228,7.4,43247
Fourd,Escape,2018,False,2.4,398,188,5.4,34871
Acurra,MDX,2017,False,3.8,370,341,8.1,77153
Toyoto,Supra,2024,False,2.2,273,238,7.0,16640
Suzuki,Swift,2022,False,1.8,196,169,10.5,11919
Fiat,Punto,2021,False,1.7,168,159,9.4,28802
Proton,Saga,2022,False,1.5,153,209,9.2,16826
Nisann,Altima,2020,False,2.4,192,219,7.9,76896
BYD,Seal,2023,True,0.0,653,631,4.8,179078
Perodua,Axia,2024,False,2.2,82,107,8.3,26917
Volkswagon,Passat,2020,False,1.4,326,181,7.9,28184
Perodua,Alza,2019,False,2.5,124,133,7.7,28279
Fiat,Punto,2021,False,1.5,83,178,7.4,8003
Seat,Arona,2024,False,2.7,364,246,8.6,20342
Perodua,Alza,2021,False,2.4,165,98,7.8,12053
Volkswagon,Atlas,2020,False,2.7,192,299,7.2,42883
Skoda,Karoq,2019,False,2.4,219,218,5.2,39043
Teslla,Model X,2023,True,0.0,221,326,2.2,195389
BWM,M8,2019,False,3.5,334,410,4.5,236968
Fourd,F-150,2015,False,1.1,375,169,5.0,36584
Suburu,Legacy,2019,False,3.1,310,252,7.3,41568
Infiniti,QX60,2018,False,2.6,191,294,5.2,57056
Porche,Panamera,2019,False,5.2,531,401,5.1,394780
Lada,Vesta,2015,False,2.4,153,135,6.0,22090
Hyundai,Ioniq,2024,True,0.0,756,271,2.9,124169
Toyoto,Prius,2020,True,0.0,236,996,3.1,107601
MG,Cyberster,2024,False,1.9,172,245,6.9,53243
Mazada,CX-9,2022,False,3.4,343,315,7.2,49993
Kia,Sportage,2015,False,1.5,184,137,11.6,8571
Mitsubishi,Outlander,2019,False,1.2,192,154,6.5,16500
Mitsubishi,Galant,2018,False,2.1,167,124,8.6,15101
Hondda,CR-V,2021,False,1.4,208,242,4.9,43084
Fourd,Focus,2019,False,3.3,383,227,6.3,50959
Hondda,NSX,2016,False,2.5,322,216,6.2,15663
Hyundai,Ioniq,2016,True,0.0,776,910,4.3,87069
Mitsubishi,Lancer,2024,False,1.1,159,129,7.8,34183
Nisann,Leaf,2017,True,0.0,820,392,6.3,195312
Kia,Sorento,2015,False,1.6,146,171,8.5,24058
McLarren,720S,2021,False,4.3,413,338,4.4,100689
SsangYong,Rexton,2020,False,1.2,287,292,7.1,30502
Kia,Stinger,2018,False,2.1,116,110,9.3,21071
Fiat,Punto,2021,False,1.5,178,116,9.6,19010
Lexas,IS,2018,False,1.3,336,234,5.1,62367
Teslla,Roadster,2017,True,0.0,222,303,4.0,112222
SsangYong,Tivoli,2016,False,1.8,254,198,7.7,56888
Ferarri,488 GTB,2015,False,3.1,542,453,3.6,337398
Opel,Grandland,2021,False,1.9,214,232,6.4,76113
BWM,X3,2018,False,5.2,414,322,4.5,389394
Proton,Exora,2022,False,1.6,110,206,8.1,27371
Nisann,Altima,2019,False,3.8,199,274,5.0,32802
Suzuki,Ignis,2015,False,1.4,151,213,8.1,32793
Acurra,MDX,2015,False,3.3,191,181,6.0,35469
Hyundai,Santa Fe,2015,False,3.4,233,242,7.9,52578
Porche,Macan,2016,False,4.7,646,419,5.5,283981
Ferarri,Portofino,2021,False,2.1,341,303,2.5,224889
Awdi,RS6,2018,False,4.3,761,362,3.5,169710
Lamborgini,Murcielago,2021,False,2.7,520,531,3.4,175249
Ferarri,Portofino,2016,False,2.9,545,646,4.1,165176
Awdi,R8,2015,False,2.9,748,282,3.6,126225
Lamborgini,Gallardo,2016,False,5.0,606,530,4.8,381455
Opel,Astra,2020,False,1.5,189,196,7.5,42482
Infiniti,Q50,2018,False,1.2,152,205,4.7,18093
Awdi,A8,2024,False,4.7,692,505,5.5,130436
Mitsubishi,Eclipse Cross,2017,False,2.3,159,192,11.7,10483
Skoda,Octavia,2019,False,1.1,383,156,6.7,53747
Nisann,370Z,2016,False,2.3,310,327,4.2,78766
Porche,Panamera,2024,False,2.0,519,360,4.5,194083
Skoda,Octavia,2018,False,2.1,214,156,6.9,54470
Volkswagon,Passat,2018,False,1.3,384,288,6.7,25172
SsangYong,Korando,2024,False,1.5,143,169,4.3,57972
Mazada,CX-9,2023,False,3.2,393,299,5.2,18082
Fiat,500X,2022,False,1.4,155,215,8.6,17704
Opel,Grandland,2022,False,3.1,237,150,5.9,23035
Awdi,A6,2022,False,3.7,361,451,5.0,131454
Seat,Ibiza,2022,False,1.6,250,265,4.2,22375
BWM,X5,2019,False,4.6,417,297,5.4,240166
BWM,i8,2018,True,0.0,1017,763,4.8,48624
Volkswagon,Golf,2016,False,3.1,174,190,8.9,76884
Lamborgini,Murcielago,2020,False,2.8,671,421,3.3,292085
Hondda,CR-V,2016,False,1.5,383,229,4.4,43825
Kia,Optima,2024,False,2.1,125,170,12.0,30724
MG,Cyberster,2023,False,3.8,305,293,6.3,52813
Peugeot,2008,2015,False,1.9,199,238,7.2,33451
Suzuki,Vitara,2019,False,2.3,108,137,9.1,27357
SsangYong,XLV,2020,False,2.9,151,214,6.9,24958
Hondda,NSX,2015,False,3.1,136,228,8.1,23526
Lada,Granta,2021,False,1.2,186,138,7.2,32330
Teslla,Model S,2022,True,0.0,217,690,3.6,39709
Opel,Grandland,2019,False,2.8,149,323,8.2,22064
Mitsubishi,Lancer,2016,False,1.9,192,151,10.1,9500
Lamborgini,Huracan,2024,False,5.6,343,530,4.3,208902
Mercedez,AMG GT,2018,False,2.2,377,286,3.9,312673
Lamborgini,Urus,2017,False,2.4,682,320,3.5,191002
Great Wall,Cannon,2022,False,1.5,153,170,7.5,38498
Hondda,Civic,2022,False,3.7,385,325,4.1,50692
Hyundai,Genesis,2023,False,1.1,188,223,5.8,66453
Dacia,Spring,2018,False,1.2,94,111,6.9,31257
Teslla,Model Y,2016,True,0.0,695,961,3.0,36826
BWM,M5,2018,False,5.1,318,413,4.2,250466
McLarren,650S,2015,False,5.2,358,484,3.9,88023
Perodua,Alza,2021,False,1.4,151,207,11.8,32746
BWM,330i,2021,False,3.5,707,434,4.4,131994
Renault,Kadjar,2015,False,2.1,390,161,8.2,60245
Chery,Tiggo,2023,False,1.5,139,220,7.5,15040
Mitsubishi,Outlander,2020,False,2.2,121,95,11.4,33108
Toyoto,Corolla,2024,False,2.0,290,179,4.0,79390
Perodua,Bezza,2021,False,1.1,196,122,7.6,15091
Citroen,Picasso,2022,False,1.5,211,339,7.2,17906
SsangYong,Tivoli,2020,False,3.9,155,211,5.8,62091
Acurra,ILX,2021,False,1.5,294,249,5.4,42864
Perodua,Bezza,2015,False,1.6,82,114,7.6,28231
Awdi,RS6,2020,False,2.6,764,324,4.8,229618
Kia,Forte,2020,False,2.3,153,133,7.2,23319
BYD,Atto 3,2015,True,0.0,819,866,3.3,80020
Seat,Leon,2018,False,3.7,199,202,4.0,39967
Opel,Crossland,2017,False,3.2,154,349,8.7,50087
Nisann,370Z,2016,False,3.8,193,158,6.7,45505
Volkswagon,Golf,2023,False,1.6,143,269,6.5,74439
Fourd,Explorer,2015,False,2.5,391,269,5.6,26977
Perodua,Myvi,2016,False,1.1,155,143,10.2,22541
Skoda,Kodiaq,2021,False,1.5,320,334,5.5,57565
Great Wall,Wey VV7,2017,False,2.5,121,227,6.8,24328
Awdi,Q7,2019,False,2.3,526,592,4.5,329649
Chevrolett,Corvette,2017,False,1.9,225,344,6.3,47918
Seat,Arona,2015,False,2.2,267,309,7.4,25540
Volkswagon,ID.4,2015,True,0.0,519,964,3.0,187559
Geely,Okavango,2017,False,2.1,100,160,7.0,9279
Toyoto,Supra,2019,False,2.1,351,204,5.7,72525
Infiniti,QX60,2017,False,3.8,349,221,4.2,74037
Hondda,Pilot,2018,False,1.9,259,256,4.7,72508
Hyundai,Tucson,2017,False,3.5,269,214,8.3,51439
Chevrolett,Camaro,2020,False,1.8,314,238,8.5,45474
SsangYong,Musso,2016,False,3.9,237,214,4.6,58930
Kia,Optima,2015,False,2.2,112,116,10.3,11438
Volkswagon,ID.4,2019,True,0.0,696,829,3.5,42134
Geely,Atlas,2024,False,2.4,112,94,8.8,28487
Teslla,Model 3,2020,True,0.0,366,763,4.3,149355
SsangYong,Korando,2022,False,1.7,251,167,8.4,36981
Fourd,F-150,2024,False,1.1,184,215,6.8,29693
Hyundai,Sonata,2015,False,2.2,322,207,8.6,54249
Mercedez,S-Class,2021,False,5.8,701,610,4.5,108482
Geely,Atlas,2023,False,2.4,139,165,7.7,32682
Peugeot,508,2022,False,2.1,209,258,5.6,79832
Nisann,Leaf,2024,True,0.0,648,430,2.8,172011
Volkswagon,Golf,2020,False,2.4,330,214,7.3,70293
SsangYong,Musso,2019,False,1.4,283,183,7.2,38126
Suzuki,Swift,2016,False,1.7,143,149,6.8,28802
BYD,Tang,2022,False,2.4,312,291,4.8,61861
Lexas,ES,2017,False,1.2,187,326,6.9,61369
Peugeot,2008,2018,False,2.6,280,214,7.4,47458
Lada,Largus,2019,False,1.3,133,174,6.8,26385
McLarren,650S,2019,False,5.5,685,475,5.0,186927
McLarren,650S,2018,False,4.5,433,578,4.0,309387
Teslla,Model 3,2024,True,0.0,728,624,2.7,114439
Geely,Emgrand,2020,False,2.4,139,115,9.2,8221
Volkswagon,Tiguan,2021,False,3.6,221,282,6.5,73357
Seat,Arona,2015,False,3.1,136,210,4.1,78340
Chery,Exeed,2018,False,2.3,148,192,6.8,31605
Lamborgini,Murcielago,2019,False,2.6,349,335,2.6,115159
Infiniti,QX60,2021,False,2.8,283,245,4.8,78174
Proton,Iriz,2021,False,2.1,131,173,9.8,11344
BWM,i4,2022,True,0.0,628,313,5.4,141662
Mercedez,C63 AMG,2020,False,5.7,554,611,3.9,314489
BWM,M5,2021,False,3.3,515,448,4.4,166276
Perodua,Axia,2015,False,1.2,74,129,9.7,21106
Volkswagon,ID.4,2019,True,0.0,931,278,4.5,62797
Chery,QQ,2023,False,1.6,79,118,9.2,23235
Lexas,LC 500,2021,False,2.7,269,197,8.6,35161
Lexas,ES,2019,False,2.2,125,221,8.9,30768
Skoda,Fabia,2020,False,3.0,310,191,7.9,43122
Proton,X70,2024,False,1.6,200,162,9.0,34987
Acurra,TLX,2023,False,1.4,212,290,8.5,29627
Skoda,Kodiaq,2022,False,1.9,238,227,4.4,53914
Fiat,Tipo,2023,False,1.9,158,168,9.6,13098
Porche,Macan,2020,False,5.0,741,429,3.0,138910
Chery,Exeed,2017,False,2.4,176,118,6.8,10682
Renault,Kadjar,2016,False,2.3,354,202,4.9,19428
Lada,Granta,2018,False,1.0,107,131,9.9,26126
Lamborgini,Huracan,2020,False,2.3,667,554,2.9,116395
BWM,X5,2023,False,6.1,499,435,3.4,86585
Seat,Tarraco,2022,False,3.4,363,215,8.8,65888
Hyundai,Sonata,2021,False,3.6,285,230,8.1,55343
BWM,330i,2024,False,3.1,785,503,5.3,339933
BWM,330i,2019,False,2.8,646,417,4.9,196812
BYD,Tang,2023,False,1.1,128,227,8.4,68904
Chevrolett,Silverado,2023,False,3.1,148,200,7.3,53545
Hondda,Civic,2023,False,1.7,273,163,7.0,69200
Proton,Exora,2018,False,2.1,97,143,10.5,21561
Nisann,370Z,2021,False,4.0,204,283,7.4,36229
McLarren,570S,2024,False,2.2,759,627,3.2,148892
Proton,Iriz,2022,False,2.1,88,138,11.7,15642
Teslla,Roadster,2015,True,0.0,497,962,3.7,196640
Teslla,Roadster,2018,True,0.0,662,404,3.4,48932
Teslla,Model S,2020,True,0.0,928,268,2.6,148658
Nisann,Altima,2021,False,1.7,170,325,5.9,42764
Proton,Persona,2015,False,2.1,169,179,6.8,31039
Dacia,Duster,2021,False,1.1,91,135,6.1,12758
Renault,Clio,2024,False,3.4,248,248,8.4,35271
Chevrolett,Malibu,2016,False,4.0,191,281,7.1,40748
Teslla,Roadster,2019,True,0.0,790,479,6.3,199631
Seat,Ateca,2022,False,2.1,179,226,8.3,35538
Chevrolett,Corvette,2024,False,2.2,150,213,7.8,43435
Volkswagon,Tiguan,2020,False,2.1,274,292,8.5,64042
Toyoto,Camry,2024,False,3.4,267,229,5.5,42665
Chevrolett,Tahoe,2019,False,1.9,381,165,6.8,71073
Porche,Macan,2020,False,2.5,757,387,2.8,257036
Perodua,Myvi,2020,False,1.8,161,121,9.8,24120
Toyoto,Prius,2021,True,0.0,727,297,3.4,136789
Kia,Sorento,2024,False,1.1,111,123,6.0,28824
Lexas,LC 500,2017,False,3.2,311,154,5.2,42415
Porche,Taycan,2015,True,0.0,567,876,2.5,71299
Dacia,Sandero,2022,False,2.0,126,160,7.3,25023
Geely,Atlas,2016,False,2.4,124,172,10.1,22110
